JDA,T_LST,TaC_60m,rh_10m,Tdp_10m,TaC_10m,baroKPa,radW/m2,netW/m2
12,16:00,2.65,73.42,-1.16,2.88,99.14,65.27,-46.98
12,16:15,2.82,73.56,-1.22,2.91,99.13,77.39,-58.62
12,16:30,2.72,73.74,-1.22,2.87,99.13,58.17,-38.28
12,16:45,2.61,74.5,-1.06,2.8,99.14,39.22,-54.78
12,17:00,2.45,75.89,-1.03,2.55,99.14,31.91,-54.92
12,17:15,2.27,77.88,-0.93,2.35,99.13,31.48,-46.94
12,17:30,2.11,79.44,-0.85,2.16,99.13,31.41,-29.69
12,17:45,1.84,81.72,-0.58,1.96,99.14,32.12,-15.61
12,18:00,1.56,83.37,-0.42,1.75,99.15,31.98,-16.6
12,18:15,1.63,82.99,-0.75,1.76,99.19,31.57,-11.85
12,18:30,1.62,82.01,-0.71,1.83,99.21,31.79,-11.57
12,18:45,1.7,81.7,-0.71,1.85,99.21,32.25,-13.01
12,19:00,1.65,81.94,-0.85,1.76,99.21,31.34,-16.77
12,19:15,1.66,82.05,-0.81,1.75,99.22,31.69,-15.02
12,19:30,1.82,82.44,-0.84,1.69,99.19,31.98,-16.96
12,19:45,1.93,83.25,-0.79,1.59,99.18,31.02,-13.85
12,20:00,1.82,83.53,-0.77,1.55,99.16,31.76,-17.92
12,20:15,1.54,84.11,-0.9,1.35,99.14,31.37,-27.92
12,20:30,1.69,84.34,-0.9,1.29,99.11,30.96,-41.89
12,20:45,1.57,85.57,-0.86,1,99.1,31.57,-39.94
12,21:00,1.32,86.58,-1.06,0.84,99.09,32.03,-37.76
12,21:15,1.28,86.88,-1.1,0.74,99.08,32.13,-40.06
12,21:30,1.52,86.81,-0.95,0.8,99.07,32.11,-32.69
12,21:45,1.75,86.53,-1.13,0.71,99.04,32.54,-26.39
12,22:00,1.4,87.57,-1.02,0.52,99.01,32.72,-30.11
12,22:15,1.34,87.87,-1.27,0.43,98.98,32.6,-32.19
12,22:30,1.53,88.14,-1.14,0.45,98.98,31.98,-32.53
12,22:45,1.55,88.82,-1.04,0.42,99,31.63,-37.17
12,23:00,1.85,89.23,-0.92,0.59,98.99,31.68,-35.84
12,23:15,1.75,88.75,-0.91,0.6,98.98,31.6,-38.31
12,23:30,2.08,89.43,-1.13,0.26,98.96,32.38,-31.2
12,23:45,1.97,89.49,-1.15,0.24,98.94,32.25,-32.55
13,0:00,2.19,89.18,-1.32,0.19,98.92,32.49,-30.44
13,0:15,2.2,89.42,-1.31,0.16,98.9,31.98,-34.72
13,0:30,2,90.32,-1.39,-0.1,98.89,33.08,-43.07
13,0:45,0.88,91.26,-1.66,-0.63,98.87,32.5,-35.74
13,1:00,0.57,94.52,-2.19,-1.45,98.86,32.93,-31.81
13,1:15,0.63,95.77,-2,-1.43,98.84,33.9,-26.21
13,1:30,0.5,95.74,-1.79,-1.16,98.81,34.86,-27.04
13,1:45,0.72,95.03,-1.6,-0.86,98.81,34.14,-34.5
13,2:00,0.65,94.24,-1.53,-0.69,98.83,34.83,-26.99
13,2:15,0.75,94.71,-1.48,-0.8,98.84,33.91,-17.43
13,2:30,0.79,95.44,-1.37,-0.85,98.84,34.59,-17.96
13,2:45,0.62,95.56,-1.67,-1.03,98.83,33.86,-15.68
13,3:00,0.6,95.73,-1.61,-1,98.82,34.38,-12.73
13,3:15,0.44,95.13,-1.71,-1.1,98.81,33.7,-17.51
13,3:30,0.62,95.14,-1.81,-1.14,98.81,33.91,-32.46
13,3:45,1.06,94.66,-1.69,-1,98.79,33.91,-35.59
13,4:00,1.35,94.93,-1.66,-0.9,98.79,33.74,-28.37
13,4:15,1.35,95.18,-1.15,-0.58,98.8,34.54,-2.53
13,4:30,1.51,95.32,-1.02,-0.37,98.81,34.31,-5.19
13,4:45,1.49,96.16,-0.6,-0.14,98.81,34.41,-14
13,5:00,1.13,96.61,-0.27,0.14,98.83,34.57,-9.56
13,5:15,0.94,96.94,-0.05,0.29,98.85,34.64,-2.69
13,5:30,1.06,97.25,0.2,0.53,98.86,33.87,-3.47
13,5:45,1.03,97.34,0.39,0.59,98.88,33.77,-5.78
13,6:00,0.95,97.41,0.44,0.66,98.89,34.73,-8.76
13,6:15,1.13,97.69,0.74,0.84,98.9,36.14,-15.3
13,6:30,1.12,97.56,0.89,1.13,98.9,35.58,-6.51
13,6:45,1.2,97.47,1.05,1.29,98.9,35.89,1.4
13,7:00,1.24,97.33,1.14,1.4,98.92,36.39,1.78
13,7:15,1.34,97.12,1.22,1.57,98.94,36.91,1.95
13,7:30,1.41,96.55,1.3,1.69,98.97,37.17,1.45
13,7:45,1.34,95.53,1.13,1.66,99,41.47,1.71
13,8:00,1.2,94.99,1.01,1.55,99.01,46.99,3.04
13,8:15,1.2,93.86,0.81,1.55,99.02,57.28,3.74
13,8:30,1.2,92.73,0.58,1.58,99.03,74.76,9.33
13,8:45,1.19,91.89,0.62,1.63,99.03,101.13,10.53
13,9:00,1.29,90.53,0.56,1.78,99.04,174.35,27.56
13,9:15,1.65,87.87,0.5,2.16,99.04,196.11,6.74
13,9:30,1.91,85.76,0.51,2.4,99.06,261.23,-31.59
13,9:45,2.25,82.56,0.42,2.8,99.08,338.48,24.21
13,10:00,2.64,80.61,0.33,3.16,99.09,383.74,79.8
13,10:15,2.94,78.16,0.3,3.53,99.13,404.43,84.58
13,10:30,3.12,75.56,0.08,3.81,99.14,418.98,94.38
13,10:45,3.2,74.16,0.05,3.98,99.13,446.22,109.6
13,11:00,3.33,73.37,0,4.07,99.14,469.38,101.13
13,11:15,3.34,73.74,-0.02,4.05,99.14,482.63,104.37
13,11:30,3.48,73.21,0.05,4.17,99.13,484.15,134.43
13,11:45,3.53,73.05,0.12,4.3,99.12,472.79,114.74
13,12:00,3.33,73.86,0.08,4.09,99.13,414.62,99.78
13,12:15,3.32,73.78,0.08,4.13,99.12,471.02,110.32
13,12:30,3.21,75.08,0.17,3.95,99.12,458.14,109.88
13,12:45,3.06,75.08,0.09,3.88,99.12,507.9,138.77
13,13:00,3.05,75.71,0.13,3.74,99.11,405.74,92.76
13,13:15,3.13,74.66,0.02,3.91,99.11,454.23,97.47
13,13:30,3.52,72.14,0.03,4.41,99.1,486.24,157.77
13,13:45,3.86,70.71,0.04,4.73,99.11,478.83,166.11
13,14:00,3.87,70.28,-0.12,4.57,99.11,451.05,104.38
13,14:15,3.78,68.96,-0.52,4.56,99.12,333.39,65.32
13,14:30,3.51,71.28,-0.39,4.2,99.14,193.22,64.1
13,14:45,3.51,71.66,-0.36,4.16,99.17,200.93,54.2
13,15:00,3.58,71.24,-0.35,4.27,99.18,239.24,35.31
13,15:15,3.55,71.01,-0.4,4.23,99.19,246.88,12.22
13,15:30,3.55,71.65,-0.42,4.14,99.19,213.66,-5.82
13,15:45,3.53,71.62,-0.44,4.13,99.19,192.86,-18.06
13,16:00,3.49,71.48,-0.49,4.05,99.19,139.66,-48.37
13,16:15,3.43,72.43,-0.43,3.94,99.21,94.94,-70.41
13,16:30,3.26,73.17,-0.53,3.72,99.22,61.19,-52.52
13,16:45,3.15,74.43,-0.51,3.49,99.23,41.1,-46.03
13,17:00,3.09,75.39,-0.55,3.31,99.22,33.59,-34.2
13,17:15,3.13,75.99,-0.51,3.26,99.22,32.82,-16.94
13,17:30,3.08,75.66,-0.51,3.25,99.24,34.52,-5.49
13,17:45,2.58,78.72,-0.38,2.79,99.25,33.95,-2.59
13,18:00,2.45,79.43,-0.38,2.72,99.27,34.05,-4.99
13,18:15,2.43,79.49,-0.37,2.67,99.28,33.43,-6.02
13,18:30,2.46,79.68,-0.42,2.59,99.3,33.4,-4.37
13,18:45,2.49,79.58,-0.42,2.62,99.3,34.04,-3.29
13,19:00,2.36,80.91,-0.48,2.34,99.32,33.83,-1.31
13,19:15,2.39,79.3,-0.44,2.66,99.34,33.7,-2.23
13,19:30,2.3,79.49,-0.51,2.57,99.35,34.17,-3.4
13,19:45,2.25,79.91,-0.48,2.51,99.35,34.23,-3.78
13,20:00,2.16,80.31,-0.41,2.45,99.35,34.02,-5.79
13,20:15,2.06,80.94,-0.44,2.34,99.35,34.17,-7.15
13,20:30,1.99,81.58,-0.41,2.27,99.34,33.92,-8.02
13,20:45,1.98,82.02,-0.38,2.2,99.34,34.76,-7.76
13,21:00,2.01,82.15,-0.44,2.19,99.34,34.81,-6.14
13,21:15,2.02,82.39,-0.41,2.15,99.34,34.8,-6.72
13,21:30,2,82.41,-0.44,2.14,99.34,34.2,-7.21
13,21:45,1.99,82.44,-0.36,2.12,99.35,34.6,-7.09
13,22:00,1.98,82.58,-0.44,2.11,99.36,34.43,-4.71
13,22:15,1.94,82.75,-0.49,2.01,99.36,34.47,-5.2
13,22:30,1.94,83.06,-0.46,1.96,99.36,34.22,-6.89
13,22:45,1.92,83.14,-0.53,1.91,99.36,35.49,-7.41
13,23:00,1.86,83.49,-0.51,1.85,99.36,35.32,-8.74
13,23:15,1.82,82.95,-0.54,1.94,99.37,35.14,-6.39
13,23:30,1.67,81.59,-0.7,1.97,99.38,34.81,-8.56
13,23:45,1.58,80.33,-0.96,1.93,99.38,35.05,-9.58
14,0:00,1.43,80.66,-0.97,1.8,99.38,35.01,-7
14,0:15,1.27,82.19,-0.94,1.66,99.39,34.57,-8.08
14,0:30,1.14,84.08,-0.68,1.55,99.4,34.35,-3.26
14,0:45,1.03,85.71,-0.51,1.46,99.41,34.83,-1.7
14,1:00,0.94,86.83,-0.39,1.37,99.41,34.83,-1.96
14,1:15,0.88,87.53,-0.38,1.32,99.42,34.18,-1.47
14,1:30,0.87,87.79,-0.33,1.3,99.42,33.93,-2.26
14,1:45,0.89,88.02,-0.32,1.3,99.42,34.15,-1.64
14,2:00,0.94,87.95,-0.29,1.34,99.44,34.1,-1.88
14,2:15,0.97,88.08,-0.25,1.37,99.45,33.58,-1
14,2:30,0.97,88.35,-0.22,1.38,99.46,33.77,-0.87
14,2:45,0.91,89.38,-0.07,1.34,99.48,33.76,-1.92
14,3:00,0.72,91.8,0.15,1.17,99.48,33.77,-12.02
14,3:15,0.55,92.84,0.12,1,99.47,34.04,-16.58
14,3:30,0.38,92.11,-0.12,0.82,99.47,34.18,-17.19
14,3:45,0.27,91.49,-0.38,0.71,99.47,33.5,-5.87
14,4:00,0.19,91.91,-0.4,0.64,99.47,33.7,-3.31
14,4:15,0.16,91.56,-0.47,0.62,99.47,34.64,-2.84
14,4:30,0.09,89.07,-0.95,0.56,99.47,34.01,-2.54
14,4:45,0.04,87.02,-1.32,0.5,99.48,33.82,-3.42
14,5:00,-0.06,85.79,-1.6,0.4,99.48,33.72,-3.71
14,5:15,-0.1,84.6,-1.83,0.36,99.49,33.51,-3.71
14,5:30,-0.16,83.44,-2.05,0.3,99.49,34.27,-3.83
14,5:45,-0.23,82.42,-2.33,0.22,99.51,33.61,-5.03
14,6:00,-0.28,81.67,-2.52,0.16,99.53,33.72,-4.51
14,6:15,-0.3,80.68,-2.68,0.13,99.56,33.61,-4.76
14,6:30,-0.34,80.89,-2.69,0.09,99.58,33.17,-5.19
14,6:45,-0.44,80.67,-2.83,0.01,99.6,32.56,-4.45
14,7:00,-0.55,80.69,-2.95,-0.1,99.61,33.33,-5.03
14,7:15,-0.65,80.43,-3.08,-0.19,99.61,35.03,-4.58
14,7:30,-0.73,79.32,-3.39,-0.27,99.61,36.12,-3.59
14,7:45,-0.75,79.28,-3.41,-0.3,99.62,40.07,-2.4
14,8:00,-0.79,79.3,-3.4,-0.33,99.64,43.23,-1.31
14,8:15,-0.84,79.31,-3.42,-0.37,99.67,48.8,0.13
14,8:30,-0.95,79.43,-3.5,-0.47,99.69,52.51,1.25
14,8:45,-1.03,79.08,-3.65,-0.54,99.71,56.12,2.34
14,9:00,-1.14,78.6,-3.82,-0.65,99.72,54.5,1.32
14,9:15,-1.19,78.54,-3.98,-0.7,99.75,56.29,1.4
14,9:30,-1.25,78.45,-4.05,-0.76,99.78,62.96,3.59
14,9:45,-1.42,77.9,-4.27,-0.9,99.78,75.56,6.46
14,10:00,-1.46,77.51,-4.37,-0.93,99.78,83.1,8.36
14,10:15,-1.5,77.06,-4.52,-0.95,99.79,94.13,13.06
14,10:30,-1.53,77.36,-4.46,-0.98,99.8,100.36,11.88
14,10:45,-1.63,77.72,-4.43,-1.06,99.81,100.89,13.39
14,11:00,-1.71,77.24,-4.66,-1.14,99.81,102.23,13.73
14,11:15,-1.79,76.18,-4.91,-1.21,99.81,107,17.08
14,11:30,-1.77,75.62,-5,-1.19,99.79,115.97,19.16
14,11:45,-1.84,75.49,-5.05,-1.26,99.78,120.92,16.28
14,12:00,-1.84,75.13,-5.12,-1.24,99.77,119.99,19.6
14,12:15,-1.99,74.31,-5.45,-1.38,99.76,130.5,21.57
14,12:30,-2.05,74.44,-5.44,-1.43,99.75,119.54,20.71
14,12:45,-2.07,74.86,-5.4,-1.47,99.74,101.19,13.96
14,13:00,-1.96,75.56,-5.25,-1.4,99.74,86.66,11.87
14,13:15,-1.9,75.99,-5.14,-1.34,99.74,90.67,11.65
14,13:30,-1.81,76.65,-4.89,-1.27,99.73,83.61,8.87
14,13:45,-1.82,77.45,-4.8,-1.27,99.72,85.46,12.07
14,14:00,-1.73,78.53,-4.53,-1.18,99.7,92.84,10.26
14,14:15,-1.62,79.62,-4.28,-1.07,99.71,102.46,13.89
14,14:30,-1.44,79.82,-3.94,-0.89,99.7,88.77,8.81
14,14:45,-1.36,80.89,-3.71,-0.82,99.7,91.64,10.94
14,15:00,-1.36,82.12,-3.49,-0.82,99.7,84.26,8.85
14,15:15,-1.41,82.37,-3.52,-0.85,99.71,66.7,4.51
14,15:30,-1.45,82.6,-3.52,-0.93,99.72,62.64,3.04
14,15:45,-1.48,82.6,-3.57,-0.97,99.73,52.64,0.41
14,16:00,-1.5,83.03,-3.58,-0.98,99.73,49.12,-0.12
14,16:15,-1.59,84.06,-3.42,-1.1,99.73,43.9,-2.71
14,16:30,-1.66,85.59,-3.32,-1.2,99.74,36.69,-5.51
14,16:45,-1.75,86.91,-3.24,-1.29,99.74,34.22,-4.05
14,17:00,-1.8,89.12,-2.95,-1.34,99.74,32.36,-5.39
14,17:15,-1.84,89.68,-2.96,-1.37,99.75,35.87,-5.84
14,17:30,-1.87,89.56,-3.02,-1.41,99.76,34.39,-5.24
14,17:45,-1.88,88.25,-3.24,-1.41,99.76,34.18,-4.22
14,18:00,-1.85,87.54,-3.27,-1.39,99.78,34.37,-4.13
14,18:15,-1.81,86.8,-3.34,-1.35,99.79,33.34,-4.16
14,18:30,-1.81,86.19,-3.48,-1.35,99.8,34.38,-4.06
14,18:45,-1.81,85.84,-3.51,-1.35,99.81,33.47,-3.78
14,19:00,-1.86,86.05,-3.47,-1.39,99.81,33.8,-3.99
14,19:15,-1.9,85.59,-3.59,-1.43,99.82,33.87,-3.71
14,19:30,-2.01,85.76,-3.72,-1.53,99.84,34.38,-4.65
14,19:45,-2.37,86.48,-3.96,-1.89,99.85,34.71,-4.59
14,20:00,-2.7,88.95,-3.94,-2.23,99.86,34.35,-5
14,20:15,-2.93,89.51,-4.12,-2.45,99.86,34.94,-4.53
14,20:30,-3.06,89.35,-4.34,-2.58,99.86,35.01,-4.24
14,20:45,-3.19,88.72,-4.57,-2.72,99.85,34.98,-4.08
14,21:00,-3.25,88.36,-4.69,-2.78,99.86,34.52,-4.01
14,21:15,-3.3,88.5,-4.73,-2.83,99.87,33.65,-4.45
14,21:30,-3.38,87.94,-4.91,-2.91,99.87,34.02,-5.01
14,21:45,-3.47,88.28,-4.95,-3,99.87,34.07,-4.6
14,22:00,-3.56,88.09,-5.08,-3.1,99.87,33.68,-4.59
14,22:15,-3.59,87.67,-5.19,-3.12,99.86,34.26,-4.36
14,22:30,-3.63,88.01,-5.2,-3.16,99.86,34.38,-4.84
14,22:45,-3.68,88.47,-5.13,-3.21,99.87,34.42,-4.2
14,23:00,-3.73,88.63,-5.17,-3.26,99.87,34.25,-4.43
14,23:15,-3.81,89.38,-5.11,-3.34,99.88,33.42,-4.24
14,23:30,-3.93,90.56,-5.06,-3.46,99.89,34.42,-4.85
14,23:45,-4.02,91.26,-5.06,-3.55,99.9,33.57,-5.21
15,0:00,-4.17,91.66,-5.28,-3.7,99.9,33.77,-4.73
15,0:15,-4.22,92.31,-5.15,-3.75,99.91,34.26,-5.26
15,0:30,-4.36,92.28,-5.27,-3.88,99.91,34.02,-5.11
15,0:45,-4.55,91.54,-5.66,-4.08,99.93,33.29,-5.27
15,1:00,-4.66,91.95,-5.72,-4.19,99.94,33.88,-4.69
15,1:15,-4.75,91.5,-5.88,-4.29,99.95,33.02,-4.96
15,1:30,-4.84,91.02,-6.11,-4.38,99.96,33.91,-4.29
15,1:45,-4.9,91.99,-5.99,-4.43,99.97,33.69,-4.4
15,2:00,-5.03,91.72,-6.12,-4.55,99.99,33.7,-4.88
15,2:15,-5.1,91.48,-6.29,-4.64,100.01,33.13,-4.32
15,2:30,-5.14,92,-6.29,-4.68,100.02,33.16,-4.9
15,2:45,-5.25,91.58,-6.43,-4.78,100.02,33.49,-4.16
15,3:00,-5.34,90.77,-6.65,-4.89,100.02,33.41,-4.72
15,3:15,-5.44,90.5,-6.81,-4.99,100.03,32.88,-4.7
15,3:30,-5.46,90.42,-6.84,-5.01,100.04,33.41,-5.4
15,3:45,-5.52,89.14,-7.11,-5.07,100.03,33.2,-5.82
15,4:00,-5.57,89.23,-7.12,-5.11,100.03,33.51,-5.48
15,4:15,-5.6,89.06,-7.21,-5.15,100.04,33.52,-4.52
15,4:30,-5.65,89.03,-7.27,-5.2,100.05,33.18,-4.32
15,4:45,-5.74,88.84,-7.37,-5.28,100.07,33.02,-5.59
15,5:00,-5.85,87.19,-7.72,-5.39,100.08,33.54,-5.89
15,5:15,-5.9,86.15,-7.97,-5.45,100.09,33.8,-4.07
15,5:30,-5.96,86.73,-7.9,-5.5,100.1,33.45,-4.48
15,5:45,-6.08,86.81,-8.02,-5.6,100.11,33.91,-4.22
15,6:00,-6.24,86.4,-8.21,-5.76,100.14,33.31,-4.27
15,6:15,-6.35,87.31,-8.22,-5.88,100.16,33.2,-4.88
15,6:30,-6.34,87.55,-8.24,-5.87,100.17,33.33,-4.14
15,6:45,-6.37,85.44,-8.57,-5.91,100.18,33.38,-4.47
15,7:00,-6.42,84.54,-8.71,-5.95,100.19,33.23,-4.72
15,7:15,-6.46,83.33,-8.99,-6,100.19,33.55,-4.83
15,7:30,-6.53,82.49,-9.18,-6.07,100.2,35.46,-4.61
15,7:45,-6.52,81.75,-9.29,-6.06,100.22,39.32,-4.33
15,8:00,-6.47,80.52,-9.43,-6.01,100.23,46.63,-4.38
15,8:15,-6.45,76.33,-10.09,-5.97,100.25,63.46,-2.7
15,8:30,-6.44,75.03,-10.2,-5.93,100.28,101.11,-1.18
15,8:45,-6.45,73.94,-10.37,-5.92,100.28,105.23,-1.52
15,9:00,-6.55,73.74,-10.52,-6,100.25,118.51,0.24
15,9:15,-6.59,73.17,-10.61,-6.02,100.26,135.61,-2.46
15,9:30,-6.66,72.42,-10.73,-6.09,100.28,169.62,0.84
15,9:45,-6.61,72.19,-10.74,-6,100.29,206.22,3.78
15,10:00,-6.67,71.94,-10.82,-6.06,100.29,213.48,1.88
15,10:15,-6.66,71.28,-10.86,-6.02,100.32,235.98,-3.98
15,10:30,-6.77,71.16,-11.18,-6.2,100.33,182.21,-18.96
15,10:45,-6.45,71.23,-10.71,-5.79,100.36,455.67,40.1
15,11:00,-6.5,69.56,-10.82,-5.7,100.37,318.23,-13.14
15,11:15,-6.73,70.07,-11.08,-5.98,100.36,304.04,14.52
15,11:30,-6.7,70.31,-11.02,-5.99,100.35,317.21,-2.92
15,11:45,-6.18,68.17,-10.74,-5.29,100.32,593.88,43.6
15,12:00,-6.14,67.18,-10.97,-5.3,100.31,556.91,12.14
15,12:15,-6.09,67.46,-10.87,-5.25,100.31,583.96,20.97
15,12:30,-6.1,66.45,-10.97,-5.27,100.3,586.78,15.09
15,12:45,-6.32,67.58,-11.07,-5.5,100.29,456.02,-2.97
15,13:00,-6.23,67.14,-11.19,-5.48,100.25,448.13,1.27
15,13:15,-6.18,66.71,-10.98,-5.29,100.22,509.43,2.8
15,13:30,-6.03,66.14,-11.04,-5.19,100.19,456.56,6.59
15,13:45,-5.94,65.37,-10.92,-5.04,100.17,455.63,-0.32
15,14:00,-6.08,65.73,-11.14,-5.28,100.16,422.73,-4.21
15,14:15,-5.78,64.6,-11.15,-5,100.16,421.06,-4.62
15,14:30,-5.95,64.82,-11.14,-5.14,100.17,333.92,-13.24
15,14:45,-6,64.45,-11.4,-5.22,100.17,310.84,-15.61
15,15:00,-5.83,64.06,-11.37,-5.09,100.17,311.16,-25.27
15,15:15,-5.88,64.9,-11.18,-5.16,100.17,274.46,-33.16
15,15:30,-6.08,64.69,-11.61,-5.45,100.17,208.58,-38.5
15,15:45,-6.02,64.63,-11.65,-5.39,100.15,191.51,-56.23
15,16:00,-5.96,65.94,-11.32,-5.39,100.14,151.22,-65.85
15,16:15,-6.09,65.66,-11.6,-5.6,100.14,110.69,-72.99
15,16:30,-6.12,66.08,-11.63,-5.71,100.15,78.63,-66.88
15,16:45,-6.25,68.22,-11.39,-5.92,100.13,49.54,-53.92
15,17:00,-6.41,68.81,-11.54,-6.15,100.11,35.86,-44.66
15,17:15,-6.47,68.88,-11.66,-6.31,100.1,33.7,-45
15,17:30,-6.47,69.39,-11.59,-6.27,100.09,33.4,-38.64
15,17:45,-6.53,70.74,-11.42,-6.37,100.09,33.86,-52.01
15,18:00,-6.66,72.55,-11.38,-6.65,100.09,33.2,-56.21
15,18:15,-6.67,73.83,-11.38,-6.84,100.07,33.88,-48.85
15,18:30,-6.67,74.79,-11.39,-7,100.06,33.91,-48.8
15,18:45,-6.66,76.04,-11.41,-7.2,100.04,33.63,-47.23
15,19:00,-6.65,76.44,-11.3,-7.12,100.03,34.08,-40.59
15,19:15,-6.62,77.02,-11.31,-7.23,100.01,33.76,-45.81
15,19:30,-6.55,77.63,-11.26,-7.31,99.99,33.31,-41.71
15,19:45,-6.52,78.43,-11.24,-7.29,99.98,34.11,-38.9
15,20:00,-6.5,78.19,-11.22,-7.36,99.98,33.81,-30.98
15,20:15,-6.43,78.87,-11.26,-7.5,99.97,33.31,-36.55
15,20:30,-6.35,79.39,-11.22,-7.5,99.95,33.52,-37.24
15,20:45,-6.42,79.78,-11.21,-7.61,99.94,33.91,-43.73
15,21:00,-6.71,81.5,-11.45,-8.05,99.92,34.48,-48.12
15,21:15,-6.94,81.87,-11.36,-8.11,99.91,35.13,-50.01
15,21:30,-7.01,82.6,-11.34,-8.13,99.9,33.86,-51.96
15,21:45,-7.12,82.07,-11.23,-8,99.89,34.44,-41.77
15,22:00,-7.28,82.89,-11.32,-8.2,99.88,34.6,-42.71
15,22:15,-7.32,83.09,-11.48,-8.27,99.88,34.24,-47.72
15,22:30,-7.31,82.16,-11.54,-8.25,99.86,33.58,-46.67
15,22:45,-7.31,81.93,-11.66,-8.34,99.85,34.15,-48.35
15,23:00,-7.37,80.33,-11.78,-8.23,99.84,34.83,-45.31
15,23:15,-7.44,79.07,-11.97,-8.24,99.82,35.02,-46.15
15,23:30,-7.61,78.5,-12.1,-8.32,99.79,33.8,-45.65
15,23:45,-7.88,75.82,-12.84,-8.69,99.78,35.43,-42.65
16,0:00,-8.09,73.63,-13.38,-8.83,99.78,35.1,-42.77
16,0:15,-8.4,70.28,-14.18,-9.02,99.72,34.58,-47.61
16,0:30,-8.79,69.48,-14.49,-9.1,99.66,34.37,-53.42
16,0:45,-8.89,68.8,-14.56,-9.15,99.69,34.62,-44.8
16,1:00,-8.95,68.49,-14.73,-9.28,99.68,34.08,-41.15
16,1:15,-8.99,69.03,-14.93,-9.43,99.68,33.59,-49.83
16,1:30,-8.98,68.36,-14.9,-9.34,99.68,34.72,-49.27
16,1:45,-9.04,69.3,-14.94,-9.54,99.67,34.12,-49.4
16,2:00,-9.14,69.58,-15.02,-9.73,99.63,34.48,-47.29
16,2:15,-9.24,70.39,-15.12,-9.92,99.6,35.34,-41.48
16,2:30,-9.28,71.8,-15.1,-10.15,99.58,34.98,-42.96
16,2:45,-9.52,72.66,-15.08,-10.26,99.56,34.88,-40.42
16,3:00,-9.83,74.03,-15.14,-10.44,99.53,34.8,-49.74
16,3:15,-9.87,74.56,-15.16,-10.52,99.5,35.34,-46.42
16,3:30,-10.11,74.99,-15.04,-10.5,99.49,34.27,-50.33
16,3:45,-9.97,74.53,-15.01,-10.44,99.48,34.19,-48.6
16,4:00,-9.87,73.94,-15.02,-10.37,99.47,34.55,-44.89
16,4:15,-9.96,74.57,-15.14,-10.59,99.44,33.84,-47.53
16,4:30,-10.12,75.54,-15.16,-10.72,99.4,35,-50.75
16,4:45,-10.22,75.79,-15.12,-10.79,99.39,34.83,-42.27
16,5:00,-10.28,76.65,-15.08,-10.81,99.38,35.02,-43.03
16,5:15,-10.32,77.3,-14.99,-10.88,99.37,34.67,-45.76
16,5:30,-10.45,78.5,-15.05,-11.07,99.35,34.62,-48.43
16,5:45,-10.5,79.25,-14.96,-11.09,99.32,34.24,-46.76
16,6:00,-10.43,79.09,-14.89,-11.03,99.29,35.43,-44.77
16,6:15,-10.49,79.97,-14.75,-10.94,99.3,34.04,-50.46
16,6:30,-10.55,80.93,-14.53,-10.89,99.29,34.56,-46.29
16,6:45,-10.62,80.98,-14.67,-11.12,99.29,33.53,-54.2
16,7:00,-10.71,83.06,-14.81,-11.46,99.27,34.66,-51.41
16,7:15,-10.81,82.65,-14.77,-11.47,99.26,36.12,-51.65
16,7:30,-10.82,83.43,-14.61,-11.39,99.22,45.95,-51.45
16,7:45,-10.81,83.48,-14.58,-11.37,99.19,106.88,-50.46
16,8:00,-10.75,82.16,-14.39,-10.98,99.17,164.31,-49.92
16,8:15,-10.7,80.85,-14.28,-10.74,99.18,205.99,-45.26
16,8:30,-10.63,82.21,-13.82,-10.48,99.19,240.3,-29.7
16,8:45,-10.45,81.35,-13.57,-10.24,99.18,288.36,-7.16
16,9:00,-10.17,81.43,-13.19,-9.85,99.16,323.77,6.51
16,9:15,-9.95,80.68,-13.11,-9.67,99.15,354.72,18.43
16,9:30,-9.58,80,-12.83,-9.25,99.16,384.71,17.79
16,9:45,-9.23,78.6,-12.68,-8.83,99.15,424.31,15.83
16,10:00,-8.8,79.02,-11.97,-8.22,99.14,468.7,7.64
16,10:15,-8.35,76.26,-11.96,-7.74,99.14,508.55,20.71
16,10:30,-7.95,74.41,-11.76,-7.27,99.12,545.83,97.92
16,10:45,-7.68,72.72,-11.86,-7.05,99.13,573.99,96.63
16,11:00,-7.33,70.28,-11.9,-6.67,99.1,585.15,72.93
16,11:15,-6.86,67.16,-11.65,-5.97,99.06,575.32,103.98
16,11:30,-6.46,64.81,-11.82,-5.75,99.03,563.94,104.56
16,11:45,-6.19,60.92,-12.14,-5.38,98.99,561.1,74.01
16,12:00,-5.69,56.44,-12.62,-4.95,98.95,545.57,111.77
16,12:15,-5.53,51.43,-13.7,-4.87,98.92,531.53,88.39
16,12:30,-5.13,50.22,-13.61,-4.5,98.88,498.77,115.6
16,12:45,-4.81,47.02,-13.95,-4.09,98.86,518.79,89.82
16,13:00,-4.49,47.61,-13.38,-3.69,98.86,496.63,126.91
16,13:15,-4.3,46.47,-13.62,-3.69,98.81,498.19,127.24
16,13:30,-3.78,45.35,-13.62,-3.27,98.77,473.26,124.07
16,13:45,-3.84,46.09,-13.14,-3.02,98.74,376.54,65.33
16,14:00,-3.94,47.71,-13,-3.27,98.73,278.15,42.88
16,14:15,-3.89,46.24,-13.39,-3.22,98.73,223.82,37.86
16,14:30,-3.91,45.64,-13.61,-3.3,98.72,182.82,31.18
